Estudo; Renda;UF;SEXO;Idade;Altura
3;R$ 1.500;MG;M;45;1,88
9;R$ 790;CE;M;53;1,88
4;R$ 550;ES;M;38;1,88
10;R$ 2.500;SP;M;83;1,88
11;R$ 250;PA;F;39;1,88
6;R$ 1.500;TO;M;29;1,88
11;R$ 2.200;SC;M;24;1,88
5;R$ 1.300;SP;M;30;1,88
13;R$ 2.000;SP;M;55;1,88
16;R$ 4.500;RJ;F;32;1,88
7;R$ 1.000;MG;M;46;1,88
4;R$ 1.800;RJ;M;55;1,88
12;R$ 5.000;PR;M;33;1,88
12;R$ 850;BA;F;29;1,88
1;R$ 2.000;SC;M;52;1,88
16;R$ 2.500;MG;F;49;1,88
16;R$ 5.000;AP;F;48;1,88
1;R$ 788;SP;F;25;1,88
4;R$ 200;PA;F;46;1,88
9;R$ 788;AP;F;52;1,88
8;R$ 2.000;CE;F;47;1,88
16;R$ 6.000;PE;M;38;1,88
10;R$ 1.500;GO;M;45;1,88
9;R$ 1.200;PR;M;41;1,88
16;R$ 4.000;RS;M;34;1,88
3;R$ 1.400;MG;M;56;1,88
12;R$ 300;PE;F;43;1,88
12;R$ 1.000;CE;M;28;1,88
12;R$ 2.600;SP;M;40;1,88
1;R$ 15.000;MG;M;42;1,88
7;R$ 2.200;RS;M;38;1,88
12;R$ 2.500;SP;M;36;1,88
6;R$ 1.200;PR;F;56;1,88
12;R$ 2.300;RJ;F;55;1,88
6;R$ 200;ES;F;30;1,88
5;R$ 1.500;RS;M;43;1,88
12;R$ 3.500;RJ;M;26;1,88
16;R$ 7.000;MG;M;36;1,88
12;R$ 450;PR;F;56;1,88
12;R$ 2.200;MT;F;29;1,88
12;R$ 788;RJ;M;47;1,88
7;R$ 1.300;GO;M;31;1,88
14;R$ 788;PA;M;33;1,88
5;R$ 800;RJ;M;60;1,88
12;R$ 4.060;ES;M;37;1,88
3;R$ 100;BA;F;51;1,88
16;R$ 5.000;MG;M;59;1,88
5;R$ 900;PR;M;50;1,88
15;R$ 2.100;PA;M;65;1,88
6;R$ 1.000;GO;M;33;1,88
12;R$ 1.200;AP;M;37;1,88
12;R$ 850;PA;M;26;1,88
5;R$ 600;AP;F;58;1,88
6;R$ 400;CE;F;56;1,88
9;R$ 2.500;GO;M;22;1,88
12;R$ 3.500;RS;M;59;1,88
11;R$ 2.500;PR;M;55;1,88
9;R$ 2.000;RJ;F;36;1,88
12;R$ 800;MG;F;37;1,88
7;R$ 788;RJ;M;56;1,88
6;R$ 580;BA;M;54;1,88
1;R$ 788;BA;M;32;1,88
5;R$ 1.295;RS;M;45;1,88
12;R$ 1.500;PB;F;41;1,88
5;R$ 500;GO;F;53;1,88
1;R$ 788;AP;M;32;1,88
3;R$ 800;AL;M;46;1,88
5;R$ 788;MG;F;52;1,88
11;R$ 300;AC;F;51;1,88
1;R$ 150;PR;F;68;1,88
1;R$ 1.125;RO;M;55;1,88
12;R$ 860;PE;F;41;1,88
12;R$ 1.300;SC;M;29;1,88
9;R$ 1.600;GO;M;33;1,88
12;R$ 2.500;SC;M;46;1,88
1;R$ 788;DF;F;30;1,88
16;R$ 3.000;RS;M;36;1,88
16;R$ 4.000;SC;M;52;1,88
1;R$ 788;RN;F;43;1,88
3;R$ 2.800;CE;M;45;1,88
16;R$ 1.200;AP;F;35;1,88
1;R$ 200;BA;F;57;1,88
8;R$ 1.200;MG;M;48;1,88
6;R$ 1.500;BA;M;60;1,88
12;R$ 1.100;ES;M;32;1,88
16;R$ 10.000;SE;M;63;1,88
12;R$ 1.300;AP;M;39;1,88
7;R$ 1.200;SP;M;63;1,88
12;R$ 1.000;DF;M;34;1,88
12;R$ 2.000;PR;M;36;1,88
5;R$ 1.300;SP;M;62;1,88
9;R$ 750;SP;F;54;1,88
14;R$ 5.000;SP;M;41;1,88
16;R$ 5.000;RJ;M;68;1,88
15;R$ 800;RN;F;36;1,88
15;R$ 3.500;PR;F;45;1,88
12;R$ 1.730;RS;M;37;1,88
6;R$ 1.800;RS;M;61;1,88
8;R$ 1.800;SP;M;40;1,88
12;R$ 1.000;PR;F;54;1,88
12;R$ 788;RS;M;67;1,88
3;R$ 250;SE;M;61;1,88
5;R$ 1.100;MS;M;37;1,88
1;R$ 1.250;MG;M;48;1,88
6;R$ 1.500;RS;M;29;1,88
9;R$ 2.000;BA;M;32;1,88
10;R$ 200;CE;M;39;1,88
12;R$ 1.500;BA;F;38;1,88
16;R$ 2.200;PR;M;50;1,88
9;R$ 1.500;PA;M;40;1,88
6;R$ 1.000;PE;M;53;1,88
5;R$ 950;AC;M;45;1,88
14;R$ 1.400;SP;F;36;1,88
12;R$ 6.000;DF;M;44;1,88
4;R$ 600;PE;M;48;1,88
4;R$ 900;CE;M;53;1,88
16;R$ 4.000;GO;M;25;1,88
7;R$ 1.000;PA;M;32;1,88
16;R$ 3.600;AC;M;35;1,88
6;R$ 400;RS;F;50;1,88
7;R$ 1.300;DF;M;45;1,88
16;R$ 3.500;SP;F;43;1,88
16;R$ 788;CE;F;52;1,88
16;R$ 1.300;MG;F;63;1,88
9;R$ 2.500;MG;M;58;1,88
1;R$ 2.300;PR;M;62;1,88
12;R$ 1.200;SC;F;46;1,88
16;R$ 12.000;RJ;M;25;1,88
9;R$ 500;MS;F;36;1,88
6;R$ 300;PE;M;35;1,88
16;R$ 2.800;TO;F;40;1,88
12;R$ 1.600;AP;M;34;1,88
12;R$ 400;PE;F;30;1,88
9;R$ 2.000;MT;F;48;1,88
16;R$ 2.000;SC;F;30;1,88
13;R$ 788;MA;F;22;1,88
6;R$ 1.200;MG;M;32;1,88
12;R$ 2.000;SC;M;39;1,88
5;R$ 1.600;SC;M;62;1,88
16;R$ 2.000;AC;M;22;1,88
8;R$ 1.200;AP;F;25;1,88
8;R$ 856;MG;F;58;1,88
5;R$ 1.200;RS;M;32;1,88
9;R$ 1.200;CE;M;30;1,88
9;R$ 789;RS;F;31;1,88
12;R$ 1.500;CE;M;33;1,88
7;R$ 300;PE;M;21;1,88
12;R$ 2.500;GO;F;48;1,88
12;R$ 1.600;BA;M;23;1,88
9;R$ 1.200;RJ;M;41;1,88
12;R$ 1.200;ES;F;24;1,88
14;R$ 1.800;RS;F;36;1,88
12;R$ 2.000;DF;F;52;1,88
12;R$ 2.000;SC;M;35;1,88
6;R$ 788;MA;M;67;1,88
16;R$ 8.000;DF;M;51;1,88
7;R$ 2.000;PR;M;46;1,88
16;R$ 3.000;MA;F;35;1,88
1;R$ 650;AP;M;58;1,88
2;R$ 600;SE;M;51;1,88
12;R$ 788;GO;F;48;1,88
5;R$ 500;SP;F;56;1,88
16;R$ 4.300;DF;M;48;1,87
12;R$ 2.000;PR;M;54;1,87
14;R$ 5.000;SP;M;50;1,87
5;R$ 60;PE;M;72;1,87
1;R$ 1.200;MG;M;60;1,87
12;R$ 788;MG;M;55;1,87
16;R$ 1.340;MT;F;44;1,87
5;R$ 4.000;MG;M;55;1,87
1;R$ 500;BA;M;32;1,87
1;R$ 1.300;PB;M;58;1,87
9;R$ 800;BA;M;67;1,87
4;R$ 2.000;SP;M;50;1,87
10;R$ 300;BA;F;48;1,87
14;R$ 1.200;RS;M;64;1,87
13;R$ 857;BA;F;62;1,87
17;R$ 1.400;PE;M;20;1,87
12;R$ 1.040;MS;M;22;1,87
16;R$ 11.000;SP;M;45;1,87
16;R$ 8.000;RS;M;28;1,87
9;R$ 600;MS;M;24;1,87
12;R$ 12.000;CE;M;58;1,87
3;R$ 700;PE;M;34;1,87
1;R$ 600;BA;M;57;1,87
4;R$ 1.000;BA;M;52;1,87
12;R$ 800;RO;F;36;1,87
10;R$ 1.300;SE;M;25;1,87
12;R$ 2.300;BA;M;44;1,87
9;R$ 5.000;RO;M;48;1,87
6;R$ 2.000;SC;M;58;1,87
5;R$ 1.600;PR;M;54;1,87
12;R$ 900;MG;F;29;1,87
12;R$ 350;PE;F;48;1,87
12;R$ 788;RJ;F;48;1,87
15;R$ 1.000;MG;F;34;1,87
12;R$ 1.200;PI;M;38;1,87
12;R$ 400;AP;M;30;1,87
12;R$ 3.000;SP;M;46;1,87
12;R$ 1.800;PE;M;34;1,87
1;R$ 788;ES;M;48;1,87
12;R$ 1.300;RS;F;34;1,87
14;R$ 1.500;RS;F;52;1,87
12;R$ 788;RR;F;30;1,87
12;R$ 1.200;PA;M;40;1,87
6;R$ 1.300;RS;M;42;1,87
7;R$ 1.000;BA;M;82;1,87
16;R$ 1.000;PR;M;67;1,87
9;R$ 1.200;PR;M;40;1,87
12;R$ 4.000;GO;M;57;1,87
11;R$ 788;RJ;F;20;1,87
12;R$ 1.000;PA;F;28;1,87
7;R$ 1.800;GO;M;59;1,87
13;R$ 788;GO;F;36;1,87
12;R$ 600;SP;F;49;1,87
9;R$ 200;MS;F;60;1,87
12;R$ 788;RJ;F;53;1,87
6;R$ 600;RS;F;39;1,87
15;R$ 2.600;RS;F;31;1,87
5;R$ 1.320;MS;M;45;1,87
12;R$ 850;PA;M;39;1,87
16;R$ 3.940;MG;M;33;1,87
12;R$ 1.200;MG;M;59;1,87
12;R$ 1.500;RS;F;70;1,87
9;R$ 788;MG;F;46;1,87
12;R$ 800;DF;F;33;1,87
12;R$ 788;PE;F;39;1,87
15;R$ 9.700;DF;M;34;1,87
9;R$ 1.000;SC;F;45;1,87
4;R$ 788;PE;M;62;1,87
6;R$ 1.100;RJ;F;53;1,87
1;R$ 280;PA;M;26;1,87
12;R$ 3.500;MG;M;44;1,87
13;R$ 788;PA;F;43;1,87
12;R$ 900;RN;F;22;1,87
14;R$ 1.200;PB;M;46;1,87
8;R$ 2.400;MS;M;50;1,87
5;R$ 1.580;MS;M;40;1,87
12;R$ 500;RR;F;50;1,87
12;R$ 2.100;BA;M;53;1,87
12;R$ 2.500;ES;M;61;1,87
12;R$ 788;CE;M;32;1,87
12;R$ 788;BA;F;31;1,87
8;R$ 1.700;SP;M;33;1,87
16;R$ 4.500;AP;M;31;1,87
8;R$ 150;BA;F;46;1,87
12;R$ 920;SP;F;31;1,87
9;R$ 1.000;RJ;F;53;1,87
16;R$ 1.500;DF;M;49;1,87
13;R$ 5.000;RS;M;57;1,87
12;R$ 500;MG;F;48;1,87
7;R$ 290;RJ;M;59;1,87
9;R$ 788;MG;M;47;1,87
12;R$ 1.100;PA;M;31;1,87
5;R$ 700;BA;F;44;1,87
12;R$ 3.000;BA;M;46;1,87
1;R$ 80;SE;M;62;1,87
12;R$ 350;AC;F;39;1,87
16;R$ 4.500;RS;M;46;1,87
13;R$ 3.500;PR;M;35;1,87
1;R$ 900;AC;M;40;1,87
1;R$ 788;MA;F;54;1,87
3;R$ 500;PA;M;67;1,87
8;R$ 2.400;SC;M;21;1,87
12;R$ 2.364;ES;M;57;1,87
9;R$ 900;RS;F;21;1,87
5;R$ 800;BA;M;33;1,87
14;R$ 960;RO;M;26;1,87
12;R$ 1.000;SE;M;35;1,87
5;R$ 1.700;PR;M;26;1,87
15;R$ 1.000;TO;F;53;1,87
5;R$ 1.500;MT;M;30;1,87
12;R$ 788;PA;F;50;1,87
12;R$ 2.000;CE;M;33;1,87
6;R$ 500;RO;M;35;1,87
5;R$ 1.000;MG;F;60;1,87
12;R$ 5.000;PR;M;32;1,87
12;R$ 1.300;SP;M;33;1,87
16;R$ 750;GO;M;46;1,87
5;R$ 788;MG;M;48;1,87
16;R$ 7.000;RJ;M;53;1,87
16;R$ 1.600;RN;F;40;1,87
9;R$ 600;CE;F;38;1,87
12;R$ 1.650;SP;F;41;1,87
12;R$ 2.300;PE;F;28;1,87
12;R$ 1.300;PB;M;40;1,87
3;R$ 500;MG;M;46;1,87
6;R$ 788;MG;M;64;1,87
9;R$ 1.500;SC;F;51;1,87
15;R$ 3.510;RJ;M;35;1,87
12;R$ 5.000;MG;M;40;1,87
7;R$ 300;CE;M;48;1,87
16;R$ 10.000;SC;M;45;1,87
12;R$ 1.700;SP;M;58;1,87
1;R$ 400;MA;M;47;1,87
9;R$ 300;BA;M;55;1,87
16;R$ 7.000;RS;M;32;1,87
9;R$ 1.200;RS;M;24;1,87
12;R$ 3.000;RJ;M;46;1,87
12;R$ 800;PB;F;42;1,87
6;R$ 800;PR;M;59;1,87
5;R$ 1.250;RJ;M;54;1,87
5;R$ 788;RN;M;38;1,87
5;R$ 1.400;SP;M;43;1,87
4;R$ 460;BA;F;49;1,87
15;R$ 4.000;RS;M;29;1,87
12;R$ 2.000;SP;F;30;1,87
4;R$ 400;MG;M;25;1,87
12;R$ 1.200;RJ;M;35;1,87
11;R$ 1.000;SE;M;47;1,87
6;R$ 400;PE;F;29;1,87
12;R$ 1.970;MG;M;46;1,87
8;R$ 1.800;RJ;M;40;1,87
12;R$ 2.500;CE;M;61;1,87
5;R$ 650;BA;M;47;1,87
12;R$ 2.400;CE;M;35;1,87
13;R$ 1.600;MT;M;35;1,87
12;R$ 400;CE;M;35;1,87
14;R$ 6.000;DF;M;37;1,87
8;R$ 1.000;MG;F;61;1,87
5;R$ 110;PB;F;34;1,87
4;R$ 950;RS;F;51;1,87
16;R$ 12.000;MG;M;58;1,87
5;R$ 789;RN;F;40;1,87
16;R$ 2.000;RN;M;33;1,87
12;R$ 788;GO;M;29;1,87
1;R$ 2.200;GO;M;40;1,87
16;R$ 1.900;PA;M;43;1,87
1;R$ 200;SE;M;53;1,87
5;R$ 1.500;SC;M;69;1,87
12;R$ 1.200;ES;M;54;1,87
9;R$ 950;RJ;M;28;1,87
1;R$ 1.200;AP;F;49;1,87
16;R$ 1.800;PE;M;56;1,87
16;R$ 3.000;BA;M;49;1,87
12;R$ 1.000;RS;F;49;1,87
9;R$ 960;RJ;F;42;1,87
12;R$ 1.100;BA;M;29;1,87
9;R$ 1.100;MG;M;39;1,87
2;R$ 2.000;MS;M;64;1,87
9;R$ 3.200;PR;M;31;1,87
12;R$ 1.280;RJ;M;33;1,87
12;R$ 1.200;SP;F;23;1,87
5;R$ 350;PA;F;56;1,87
9;R$ 1.600;RS;M;31;1,87
5;R$ 788;BA;M;37;1,87
8;R$ 2.000;CE;M;51;1,87
6;R$ 1.200;MG;F;39;1,87
4;R$ 1.800;MG;M;61;1,87
14;R$ 2.600;PR;M;31;1,87
14;R$ 1.300;AP;F;24;1,87
16;R$ 4.000;PE;F;55;1,87
6;R$ 2.500;SP;M;42;1,87
12;R$ 4.000;AP;M;37;1,87
12;R$ 50;CE;F;30;1,87
5;R$ 3.500;MG;M;53;1,87
1;R$ 788;RS;M;80;1,87
12;R$ 3.500;RS;M;32;1,87
5;R$ 150;DF;F;59;1,87
9;R$ 880;RS;F;40;1,87
5;R$ 120;MG;F;54;1,87
12;R$ 2.000;RJ;F;38;1,87
12;R$ 3.000;SP;M;49;1,87
12;R$ 1.500;MG;F;54;1,87
9;R$ 500;PA;M;39;1,87
16;R$ 6.000;RJ;F;49;1,87
5;R$ 350;MA;M;69;1,87
16;R$ 1.500;SC;M;44;1,87
16;R$ 2.300;MG;F;47;1,87
12;R$ 800;AL;M;48;1,87
16;R$ 2.000;MG;F;47;1,87
10;R$ 1.300;PR;F;51;1,87
1;R$ 1.300;RS;M;41;1,87
7;R$ 1.000;AL;M;37;1,87
16;R$ 1.500;RS;F;32;1,87
9;R$ 788;MG;M;53;1,87
11;R$ 2.000;AP;M;43;1,87
7;R$ 1.500;MA;M;50;1,87
2;R$ 300;PE;M;36;1,87
9;R$ 1.500;MA;M;48;1,87
5;R$ 600;SP;M;65;1,87
3;R$ 3.000;PE;F;41;1,87
12;R$ 1.700;RO;M;65;1,87
16;R$ 3.000;RS;M;34;1,87
12;R$ 1.450;SP;M;27;1,87
9;R$ 800;CE;M;28;1,87
9;R$ 900;GO;F;50;1,87
12;R$ 5.000;SP;M;70;1,87
7;R$ 1.576;RS;M;48;1,87
12;R$ 1.212;PR;F;35;1,87
7;R$ 2.200;MS;M;52;1,87
12;R$ 3.800;PR;M;41;1,87
16;R$ 10.000;DF;F;33;1,87
12;R$ 600;BA;M;36;1,87
5;R$ 350;PA;F;53;1,87
9;R$ 788;BA;F;48;1,87
12;R$ 2.270;PA;M;36;1,87
5;R$ 1.500;MG;M;49;1,87
6;R$ 2.400;SP;M;38;1,87
3;R$ 700;RJ;F;38;1,87
12;R$ 788;BA;F;43;1,87
12;R$ 1.200;AP;F;31;1,87
17;R$ 300;PA;M;21;1,87
4;R$ 788;MG;M;43;1,87
13;R$ 3.200;PR;M;39;1,87
9;R$ 830;SP;F;33;1,87
16;R$ 5.000;RJ;F;56;1,87
12;R$ 1.100;MS;M;37;1,87
9;R$ 788;RS;M;44;1,87
6;R$ 1.000;PA;M;35;1,87
5;R$ 800;MG;M;51;1,87
13;R$ 4.200;BA;M;53;1,87
3;R$ 150;MA;M;49;1,87
5;R$ 3.000;GO;M;64;1,87
3;R$ 800;GO;M;68;1,87
12;R$ 1.400;CE;M;26;1,87
1;R$ 788;BA;F;38;1,87
16;R$ 4.600;MT;F;55;1,87
8;R$ 300;GO;F;45;1,87
12;R$ 1.200;RJ;F;47;1,87
5;R$ 900;RS;F;44;1,87
16;R$ 6.000;SC;M;52;1,87
5;R$ 1.000;DF;F;75;1,87
16;R$ 4.500;GO;M;36;1,87
12;R$ 800;RS;F;30;1,87
12;R$ 5.000;RN;M;27;1,87
7;R$ 1.024;RO;M;57;1,87
6;R$ 780;BA;M;36;1,87
6;R$ 788;BA;F;23;1,87
12;R$ 1.200;PR;F;25;1,87
15;R$ 788;MA;F;29;1,87
16;R$ 2.500;RS;M;55;1,87
16;R$ 1.000;RS;F;42;1,87
16;R$ 1.500;MG;M;61;1,87
5;R$ 1.800;RO;M;55;1,87
13;R$ 120;PA;F;21;1,87
4;R$ 450;PA;F;43;1,87
13;R$ 3.800;RS;M;29;1,87
15;R$ 350;RJ;F;32;1,87
1;R$ 1.200;RJ;F;58;1,87
16;R$ 940;PI;F;33;1,87
16;R$ 3.700;RS;F;54;1,87
12;R$ 1.150;RJ;M;24;1,87
12;R$ 980;BA;M;30;1,87
5;R$ 1.600;AC;M;51;1,87
16;R$ 1.300;MG;M;33;1,87
16;R$ 4.500;RN;F;51;1,87
12;R$ 250;BA;F;26;1,87
12;R$ 2.000;PR;M;45;1,87
5;R$ 1.800;SC;M;49;1,87
5;R$ 788;BA;F;36;1,87
16;R$ 2.400;MS;M;38;1,87
3;R$ 3.000;PB;M;58;1,87
9;R$ 1.300;RS;M;51;1,87
9;R$ 1.000;MT;M;46;1,87
12;R$ 1.500;SC;F;45;1,87
1;R$ 150;MA;F;47;1,87
12;R$ 370;PI;M;41;1,87
12;R$ 2.800;SP;F;41;1,87
16;R$ 12.000;DF;M;54;1,87
8;R$ 788;MG;F;47;1,87
12;R$ 788;CE;F;34;1,87
16;R$ 4.000;SP;M;29;1,87
16;R$ 1.750;RS;F;45;1,87
5;R$ 1.500;AP;M;36;1,87
12;R$ 3.000;SP;M;37;1,87
12;R$ 3.200;PR;M;51;1,87
9;R$ 1.800;CE;M;37;1,87
4;R$ 700;RJ;M;40;1,87
12;R$ 1.500;RS;M;67;1,87
16;R$ 2.300;PA;M;35;1,87
12;R$ 1.600;TO;M;35;1,87
12;R$ 500;SE;F;33;1,87
13;R$ 1.000;RO;M;25;1,87
6;R$ 788;ES;F;64;1,87
16;R$ 2.500;TO;M;37;1,87
10;R$ 350;PI;M;30;1,87
9;R$ 1.500;SP;M;40;1,87
5;R$ 788;MS;F;42;1,87
12;R$ 1.050;PA;M;25;1,87
9;R$ 550;ES;F;41;1,87
7;R$ 788;MG;F;60;1,87
12;R$ 1.600;RO;F;24;1,87
10;R$ 350;CE;F;44;1,87
16;R$ 13.000;BA;M;60;1,87
11;R$ 1.000;PE;F;27;1,87
12;R$ 1.500;MG;M;36;1,87
12;R$ 2.000;MG;M;45;1,87
12;R$ 1.600;MG;F;37;1,87
16;R$ 3.500;DF;M;61;1,87
16;R$ 5.000;DF;M;53;1,87
12;R$ 2.000;RJ;M;44;1,87
12;R$ 800;PE;F;32;1,87
6;R$ 1.200;BA;M;37;1,87
14;R$ 2.000;PR;F;48;1,87
9;R$ 788;MG;F;39;1,87
16;R$ 2.000;RJ;F;39;1,87
7;R$ 998;AP;F;43;1,87
6;R$ 2.028;PA;M;47;1,87
16;R$ 2.400;SP;M;31;1,87
12;R$ 2.300;GO;F;50;1,87
5;R$ 1.000;MG;F;76;1,87
11;R$ 1.200;GO;M;28;1,87
12;R$ 200;PA;M;34;1,87
12;R$ 1.600;MG;F;32;1,87
5;R$ 2.400;MG;M;56;1,87
16;R$ 5.000;SP;M;35;1,87
11;R$ 3.200;SP;M;48;1,87
9;R$ 1.576;RJ;M;42;1,87
6;R$ 788;AL;M;36;1,87
9;R$ 300;PA;M;60;1,86
7;R$ 788;SP;M;43;1,86
12;R$ 1.800;PR;M;31;1,86
11;R$ 100;MG;F;29;1,86
13;R$ 1.500;PE;F;34;1,86
7;R$ 1.500;PA;M;40;1,86
16;R$ 1.000;BA;M;51;1,86
1;R$ 35;PI;M;35;1,86
15;R$ 400;DF;F;56;1,86
11;R$ 1.600;PR;M;24;1,86
12;R$ 1.400;PE;M;50;1,86
8;R$ 2.000;RJ;M;55;1,86
16;R$ 500;SP;F;29;1,86
12;R$ 2.000;PE;M;62;1,86
11;R$ 1.300;MA;M;31;1,86
12;R$ 5.000;SP;M;58;1,86
12;R$ 1.500;RJ;M;43;1,86
11;R$ 2.300;CE;M;25;1,86
1;R$ 300;PI;M;53;1,86
16;R$ 1.700;MG;F;26;1,86
1;R$ 500;PI;M;57;1,86
7;R$ 924;PR;M;29;1,86
5;R$ 20;PI;M;24;1,86
12;R$ 4.000;CE;M;33;1,86
16;R$ 4.000;RS;F;34;1,86
7;R$ 800;GO;F;58;1,86
11;R$ 1.450;PR;F;33;1,86
12;R$ 788;TO;F;49;1,86
16;R$ 6.000;RS;M;39;1,86
12;R$ 950;BA;M;30;1,86
6;R$ 1.200;MT;F;63;1,86
12;R$ 1.500;PA;M;43;1,86
16;R$ 1.200;DF;F;39;1,86
12;R$ 788;PA;M;21;1,86
16;R$ 3.500;PR;M;62;1,86
9;R$ 800;MA;M;35;1,86
5;R$ 960;MG;M;59;1,86
12;R$ 1.500;SP;F;45;1,86
12;R$ 2.000;GO;M;45;1,86
12;R$ 1.600;AP;M;43;1,86
16;R$ 500;RJ;M;65;1,86
4;R$ 788;PA;M;40;1,86
16;R$ 5.000;RJ;M;27;1,86
12;R$ 2.000;MG;M;43;1,86
12;R$ 900;AC;M;36;1,86
10;R$ 800;PR;M;51;1,86
16;R$ 4.500;SP;F;24;1,86
16;R$ 2.160;GO;F;45;1,86
5;R$ 3.270;SE;F;53;1,86
16;R$ 2.500;RJ;F;60;1,86
12;R$ 800;AC;F;41;1,86
12;R$ 1.700;RJ;F;48;1,86
9;R$ 800;CE;F;38;1,86
9;R$ 800;PE;M;32;1,86
12;R$ 2.000;RS;M;40;1,86
6;R$ 1.010;PR;M;49;1,86
12;R$ 8.000;PA;M;50;1,86
9;R$ 2.500;BA;M;54;1,86
7;R$ 700;CE;M;46;1,86
3;R$ 788;PE;M;49;1,86
16;R$ 1.500;MS;M;53;1,86
12;R$ 1.200;PA;F;33;1,86
1;R$ 1.200;PE;M;42;1,86
7;R$ 2.500;MG;M;40;1,86
5;R$ 1.000;SP;M;36;1,86
10;R$ 50;BA;F;24;1,86
9;R$ 1.000;MG;M;60;1,86
16;R$ 3.500;RS;M;28;1,86
12;R$ 4.700;PA;F;37;1,86
6;R$ 2.000;SC;M;60;1,86
6;R$ 1.600;RS;M;41;1,86
12;R$ 1.078;SC;M;26;1,86
12;R$ 825;AP;M;24;1,86
9;R$ 240;PR;F;63;1,86
6;R$ 2.360;MG;M;35;1,86
5;R$ 700;MA;M;40;1,86
6;R$ 788;CE;F;48;1,86
12;R$ 850;AC;M;33;1,86
12;R$ 2.000;PI;M;51;1,86
7;R$ 788;AP;M;67;1,86
12;R$ 1.000;AP;F;27;1,86
16;R$ 2.500;GO;M;30;1,86
12;R$ 600;PA;F;48;1,86
16;R$ 5.500;MG;M;55;1,86
12;R$ 1.500;RS;M;28;1,86
4;R$ 1.000;MG;M;79;1,86
9;R$ 1.700;BA;M;43;1,86
8;R$ 1.300;SP;M;30;1,86
16;R$ 15.000;SP;M;61;1,86
11;R$ 600;RJ;F;60;1,86
5;R$ 500;RO;M;56;1,86
12;R$ 1.500;BA;M;31;1,86
16;R$ 3.000;DF;F;47;1,86
12;R$ 1.400;PA;F;52;1,86
15;R$ 12.000;SP;M;59;1,86
12;R$ 1.200;CE;M;37;1,86
1;R$ 788;AL;M;43;1,86
12;R$ 1.000;AC;F;38;1,86
10;R$ 788;AL;F;27;1,86
12;R$ 2.000;ES;M;53;1,86
12;R$ 4.000;PR;M;42;1,86
16;R$ 5.000;MG;M;36;1,86
16;R$ 4.500;RJ;M;36;1,86
9;R$ 800;RS;M;59;1,86
5;R$ 2.000;SC;M;51;1,86
12;R$ 800;RR;F;40;1,86
12;R$ 1.100;RN;M;35;1,86
9;R$ 1.200;AP;M;30;1,86
6;R$ 1.027;PR;F;28;1,86
9;R$ 1.800;PR;M;29;1,86
12;R$ 1.500;MT;M;34;1,86
12;R$ 3.500;SP;M;40;1,86
8;R$ 788;MT;M;47;1,86
12;R$ 3.000;RJ;M;50;1,86
1;R$ 96;PI;M;35;1,86
1;R$ 120;RS;M;57;1,86
14;R$ 427;PE;F;42;1,86
9;R$ 788;MG;M;60;1,86
12;R$ 1.500;SP;M;28;1,86
9;R$ 940;GO;M;27;1,86
3;R$ 830;RS;M;56;1,86
12;R$ 1.000;MT;F;34;1,86
15;R$ 1.900;RS;M;26;1,86
16;R$ 2.500;MG;M;48;1,86
1;R$ 400;AP;M;53;1,86
12;R$ 1.600;RS;M;33;1,86
12;R$ 1.644;RJ;F;36;1,86
9;R$ 1.200;DF;F;35;1,86
12;R$ 1.100;AL;M;45;1,86
7;R$ 1.400;RS;M;36;1,86
16;R$ 1.000;SP;M;54;1,86
7;R$ 1.000;PR;F;19;1,86
3;R$ 1.500;RJ;M;50;1,86
16;R$ 7.000;MG;M;37;1,86
12;R$ 1.200;RN;M;48;1,86
8;R$ 788;MG;M;54;1,86
12;R$ 1.100;DF;M;40;1,86
12;R$ 1.300;PA;F;59;1,86
16;R$ 1.200;PA;F;37;1,86
5;R$ 1.200;CE;M;46;1,86
16;R$ 2.300;PE;M;36;1,86
1;R$ 1.500;RJ;M;50;1,86
16;R$ 200;PE;M;45;1,86
16;R$ 14.000;RJ;M;36;1,86
5;R$ 300;PA;F;75;1,86
16;R$ 3.000;MG;F;23;1,86
16;R$ 3.000;DF;F;34;1,86
9;R$ 1.200;RJ;M;42;1,86
16;R$ 2.000;BA;M;54;1,86
4;R$ 788;RJ;M;36;1,86
11;R$ 900;CE;F;47;1,86
16;R$ 1.800;PR;M;29;1,86
1;R$ 500;BA;M;72;1,86
12;R$ 2.000;DF;F;33;1,86
3;R$ 1.700;MG;M;49;1,86
12;R$ 980;MT;F;24;1,86
6;R$ 1.500;CE;F;56;1,86
12;R$ 2.100;DF;M;40;1,86
16;R$ 3.000;RS;F;30;1,86
11;R$ 1.200;PA;M;47;1,86
1;R$ 2.000;TO;M;50;1,86
10;R$ 4.000;AP;M;45;1,86
16;R$ 1.623;BA;F;40;1,86
7;R$ 788;RR;M;25;1,86
11;R$ 1.012;GO;F;42;1,86
9;R$ 1.200;SC;M;28;1,86
8;R$ 66;MA;M;40;1,86
2;R$ 1.000;RS;F;56;1,86
5;R$ 1.300;SP;M;31;1,86
12;R$ 1.000;MG;F;38;1,86
12;R$ 1.500;MG;M;58;1,86
12;R$ 1.576;AP;F;50;1,86
1;R$ 1.000;PR;M;38;1,86
5;R$ 1.500;RJ;M;60;1,86
12;R$ 1.900;RJ;M;50;1,86
