TEMPO_ESTUDO;RENDA;UF;GENERO;IDADE;ALTURA;faixa idade;Região
15;1200;SP;M;35;1,76;Jovem adulto;Sudeste
8;900;RJ;F;55;1,76;adulto;Sudeste
12;788;BA;F;56;1,76;adulto;Nordeste
3;600;MG;M;83;1,76;idoso;Sudeste
12;3000;RJ;M;49;1,76;adulto;Sudeste
16;2000;ES;F;37;1,76;Jovem adulto;Sudeste
13;2500;AC;F;36;1,76;Jovem adulto;Norte
5;2000;MG;M;68;1,76;idoso;Sudeste
12;788;PR;M;64;1,76;adulto;Sul
12;788;SP;M;28;1,76;Jovem adulto;Sudeste
15;3300;PR;M;28;1,76;Jovem adulto;Sul
4;1500;RS;M;58;1,76;adulto;Sul
12;1128;AL;F;42;1,76;Jovem adulto;Nordeste
12;1800;RJ;M;40;1,76;Jovem adulto;Sudeste
12;2500;SP;M;35;1,76;Jovem adulto;Sudeste
11;3000;BA;M;22;1,76;Jovem adulto;Nordeste
12;1100;SP;M;29;1,76;Jovem adulto;Sudeste
12;2480;SP;M;44;1,76;Jovem adulto;Sudeste
12;800;MS;F;52;1,76;adulto;Centro-Oeste
12;2000;AP;M;34;1,76;Jovem adulto;Norte
12;5000;DF;F;49;1,76;adulto;Centro-Oeste
5;1500;PE;M;52;1,76;adulto;Nordeste
5;1000;SP;F;37;1,76;Jovem adulto;Sudeste
12;2000;SP;M;34;1,76;Jovem adulto;Sudeste
12;2300;RJ;M;42;1,76;Jovem adulto;Sudeste
12;1600;RJ;M;37;1,76;Jovem adulto;Sudeste
7;1000;GO;M;66;1,76;idoso;Centro-Oeste
16;2260;SP;M;47;1,76;adulto;Sudeste
1;500;PA;M;47;1,76;adulto;Norte
16;5000;SC;M;39;1,76;Jovem adulto;Sul
9;1100;RJ;M;31;1,76;Jovem adulto;Sudeste
9;1200;RS;M;41;1,76;Jovem adulto;Sul
12;1200;SP;F;45;1,76;adulto;Sudeste
9;10000;PR;M;33;1,76;Jovem adulto;Sul
12;2000;SP;M;27;1,76;Jovem adulto;Sudeste
9;788;RS;F;59;1,76;adulto;Sul
11;850;MT;F;36;1,76;Jovem adulto;Centro-Oeste
7;788;PR;F;58;1,76;adulto;Sul
9;3500;PR;M;50;1,76;adulto;Sul
16;1300;SP;F;51;1,76;adulto;Sudeste
4;350;BA;F;37;1,76;Jovem adulto;Nordeste
16;900;AP;M;36;1,76;Jovem adulto;Norte
5;30;PI;M;37;1,76;Jovem adulto;Nordeste
1;200;MG;F;41;1,76;Jovem adulto;Sudeste
12;4000;RJ;M;50;1,76;adulto;Sudeste
1;400;PE;M;60;1,76;adulto;Nordeste
12;1700;AL;M;50;1,76;adulto;Nordeste
6;1000;RS;F;55;1,76;adulto;Sul
12;200;MG;M;60;1,76;adulto;Sudeste
2;1350;MG;M;42;1,76;Jovem adulto;Sudeste
12;1200;MG;M;38;1,76;Jovem adulto;Sudeste
12;1500;MG;M;39;1,76;Jovem adulto;Sudeste
12;7000;DF;M;50;1,76;adulto;Centro-Oeste
6;500;PR;M;52;1,76;adulto;Sul
4;1400;RJ;M;52;1,76;adulto;Sudeste
12;788;PA;F;57;1,76;adulto;Norte
5;100;BA;F;59;1,76;adulto;Nordeste
13;3000;RJ;M;47;1,76;adulto;Sudeste
16;2300;MG;F;35;1,76;Jovem adulto;Sudeste
5;3500;SC;M;45;1,76;adulto;Sul
9;900;PA;F;45;1,76;adulto;Norte
8;900;SC;M;24;1,76;Jovem adulto;Sul
4;250;MG;F;55;1,76;adulto;Sudeste
8;500;RO;M;27;1,76;Jovem adulto;Norte
11;600;PA;M;50;1,76;adulto;Norte
12;3000;MS;M;32;1,76;Jovem adulto;Centro-Oeste
12;1500;PA;F;31;1,76;Jovem adulto;Norte
8;200;PA;M;45;1,76;adulto;Norte
2;300;RO;F;40;1,76;Jovem adulto;Norte
7;4000;RR;M;59;1,76;adulto;Norte
12;1000;MG;F;29;1,76;Jovem adulto;Sudeste
16;3000;SP;F;47;1,76;adulto;Sudeste
8;4000;AP;M;47;1,76;adulto;Norte
5;800;RJ;M;60;1,76;adulto;Sudeste
12;1100;MG;F;40;1,76;Jovem adulto;Sudeste
16;8000;RJ;M;40;1,76;Jovem adulto;Sudeste
1;700;BA;M;39;1,76;Jovem adulto;Nordeste
12;850;MT;F;31;1,76;Jovem adulto;Centro-Oeste
9;1200;MT;M;49;1,76;adulto;Centro-Oeste
7;1300;MG;F;36;1,76;Jovem adulto;Sudeste
12;1200;PE;M;44;1,76;Jovem adulto;Nordeste
4;1200;SE;M;72;1,76;idoso;Nordeste
5;788;BA;M;53;1,76;adulto;Nordeste
16;10000;RO;F;33;1,76;Jovem adulto;Norte
12;920;CE;M;44;1,76;Jovem adulto;Nordeste
11;1800;GO;M;60;1,76;adulto;Centro-Oeste
12;1100;CE;M;30;1,76;Jovem adulto;Nordeste
13;400;MG;F;65;1,76;idoso;Sudeste
12;788;RJ;F;44;1,76;Jovem adulto;Sudeste
9;1400;PR;F;28;1,76;Jovem adulto;Sul
9;1300;MG;M;50;1,76;adulto;Sudeste
8;300;PR;M;57;1,76;adulto;Sul
16;2350;GO;M;36;1,76;Jovem adulto;Centro-Oeste
16;8000;BA;M;26;1,76;Jovem adulto;Nordeste
4;1200;SP;M;48;1,76;adulto;Sudeste
1;800;PI;M;40;1,76;Jovem adulto;Nordeste
5;1200;MA;M;35;1,76;Jovem adulto;Nordeste
10;724;AP;F;46;1,76;adulto;Norte
12;7500;AP;M;62;1,76;adulto;Norte
12;2000;BA;F;40;1,76;Jovem adulto;Nordeste
12;1200;SP;M;49;1,76;adulto;Sudeste
5;2572;RJ;M;64;1,76;adulto;Sudeste
12;1500;MG;M;28;1,76;Jovem adulto;Sudeste
16;850;RS;M;49;1,76;adulto;Sul
8;1000;SC;M;26;1,76;Jovem adulto;Sul
1;900;PR;M;29;1,76;Jovem adulto;Sul
16;2000;SP;M;33;1,76;Jovem adulto;Sudeste
8;2000;RS;M;55;1,76;adulto;Sul
9;788;RS;F;44;1,76;Jovem adulto;Sul
11;2300;MG;M;23;1,76;Jovem adulto;Sudeste
16;4800;AC;M;37;1,76;Jovem adulto;Norte
7;800;PE;M;42;1,76;Jovem adulto;Nordeste
4;788;MS;F;43;1,76;Jovem adulto;Centro-Oeste
8;1000;AP;F;70;1,76;idoso;Norte
9;3000;RS;M;28;1,76;Jovem adulto;Sul
12;1350;RJ;M;31;1,76;Jovem adulto;Sudeste
16;3000;MG;M;26;1,76;Jovem adulto;Sudeste
6;600;PB;M;31;1,76;Jovem adulto;Nordeste
7;3500;RN;M;43;1,76;Jovem adulto;Nordeste
11;1200;PE;M;28;1,76;Jovem adulto;Nordeste
9;1000;MT;M;59;1,76;adulto;Centro-Oeste
9;1300;PR;F;58;1,76;adulto;Sul
4;1200;RJ;M;31;1,76;Jovem adulto;Sudeste
12;1200;SE;M;34;1,76;Jovem adulto;Nordeste
9;800;PA;F;38;1,76;Jovem adulto;Norte
1;1000;CE;M;38;1,76;Jovem adulto;Nordeste
12;788;RJ;F;44;1,76;Jovem adulto;Sudeste
16;12000;MG;M;56;1,76;adulto;Sudeste
5;788;MA;M;26;1,76;Jovem adulto;Nordeste
7;788;RS;M;22;1,76;Jovem adulto;Sul
1;700;PE;M;70;1,76;idoso;Nordeste
9;2000;MT;M;39;1,76;Jovem adulto;Centro-Oeste
10;2500;GO;M;22;1,76;Jovem adulto;Centro-Oeste
4;525;RS;M;75;1,76;idoso;Sul
9;1200;MG;M;46;1,76;adulto;Sudeste
16;8600;DF;M;48;1,76;adulto;Centro-Oeste
12;1200;PA;M;40;1,76;Jovem adulto;Norte
15;1600;RJ;M;46;1,76;adulto;Sudeste
7;1200;SP;M;69;1,76;idoso;Sudeste
9;250;BA;F;36;1,76;Jovem adulto;Nordeste
15;2700;PA;M;55;1,76;adulto;Norte
9;2000;SP;M;37;1,76;Jovem adulto;Sudeste
12;2000;RJ;M;30;1,76;Jovem adulto;Sudeste
6;200;MG;F;32;1,76;Jovem adulto;Sudeste
5;1800;SC;M;62;1,76;adulto;Sul
12;1280;MG;F;41;1,76;Jovem adulto;Sudeste
12;1000;ES;M;35;1,76;Jovem adulto;Sudeste
7;500;PA;M;28;1,76;Jovem adulto;Norte
9;1000;MT;M;37;1,76;Jovem adulto;Centro-Oeste
12;1160;AP;M;24;1,76;Jovem adulto;Norte
12;2000;MS;M;46;1,76;adulto;Centro-Oeste
5;1500;PR;M;41;1,76;Jovem adulto;Sul
4;600;PB;F;50;1,76;adulto;Nordeste
7;1000;SP;F;39;1,76;Jovem adulto;Sudeste
5;100;SE;M;46;1,76;adulto;Nordeste
12;1500;MG;M;45;1,76;adulto;Sudeste
1;1200;MG;F;30;1,76;Jovem adulto;Sudeste
12;4500;RO;M;30;1,76;Jovem adulto;Norte
16;2000;AP;M;50;1,76;adulto;Norte
4;300;PE;M;73;1,76;idoso;Nordeste
16;788;SP;F;30;1,76;Jovem adulto;Sudeste
12;1331;MS;F;42;1,76;Jovem adulto;Centro-Oeste
11;1450;PA;M;37;1,76;Jovem adulto;Norte
11;900;PA;M;26;1,76;Jovem adulto;Norte
1;1000;PR;M;63;1,76;adulto;Sul
9;950;PA;F;27;1,76;Jovem adulto;Norte
12;788;PA;F;41;1,76;Jovem adulto;Norte
10;788;SP;F;32;1,76;Jovem adulto;Sudeste
4;150;BA;M;59;1,76;adulto;Nordeste
13;2500;SP;M;23;1,76;Jovem adulto;Sudeste
12;3500;AP;M;64;1,76;adulto;Norte
9;3000;RS;M;39;1,76;Jovem adulto;Sul
11;1000;CE;M;46;1,76;adulto;Nordeste
6;1500;RS;M;53;1,76;adulto;Sul
16;13000;ES;M;36;1,76;Jovem adulto;Sudeste
12;3500;RJ;M;51;1,76;adulto;Sudeste
6;300;RS;M;51;1,76;adulto;Sul
16;3500;SP;F;39;1,76;Jovem adulto;Sudeste
16;11000;MT;F;41;1,76;Jovem adulto;Centro-Oeste
16;8000;PE;M;37;1,76;Jovem adulto;Nordeste
9;788;PB;M;43;1,76;Jovem adulto;Nordeste
1;205;PI;M;44;1,76;Jovem adulto;Nordeste
1;200;AC;M;34;1,76;Jovem adulto;Norte
16;2500;CE;F;42;1,76;Jovem adulto;Nordeste
14;950;PA;F;33;1,76;Jovem adulto;Norte
16;18000;DF;M;54;1,76;adulto;Centro-Oeste
1;1800;GO;F;41;1,76;Jovem adulto;Centro-Oeste
16;14000;RS;F;50;1,76;adulto;Sul
4;120;MA;F;34;1,76;Jovem adulto;Nordeste
16;5000;RJ;M;31;1,76;Jovem adulto;Sudeste
9;2500;SP;M;36;1,76;Jovem adulto;Sudeste
12;1500;PR;F;44;1,76;Jovem adulto;Sul
8;1600;RS;M;27;1,76;Jovem adulto;Sul
15;2195;PA;F;35;1,76;Jovem adulto;Norte
16;2397;MG;M;26;1,76;Jovem adulto;Sudeste
5;800;SP;M;41;1,76;Jovem adulto;Sudeste
5;350;AP;M;33;1,76;Jovem adulto;Norte
12;800;PB;M;39;1,76;Jovem adulto;Nordeste
12;1000;AC;F;58;1,76;adulto;Norte
12;5000;PR;M;28;1,76;Jovem adulto;Sul
1;500;AP;M;56;1,76;adulto;Norte
12;1000;SP;M;47;1,76;adulto;Sudeste
3;600;PE;F;62;1,76;adulto;Nordeste
16;3200;RR;M;42;1,76;Jovem adulto;Norte
13;2500;MG;M;48;1,76;adulto;Sudeste
10;3300;SP;M;49;1,76;adulto;Sudeste
4;933;MS;M;53;1,76;adulto;Centro-Oeste
12;5000;MT;M;32;1,76;Jovem adulto;Centro-Oeste
5;1400;MG;M;54;1,76;adulto;Sudeste
16;1800;ES;F;40;1,76;Jovem adulto;Sudeste
8;1500;SP;F;39;1,76;Jovem adulto;Sudeste
5;1300;MT;F;56;1,76;adulto;Centro-Oeste
14;1000;SC;M;24;1,76;Jovem adulto;Sul
16;3800;MS;F;34;1,76;Jovem adulto;Centro-Oeste
16;3500;AP;F;35;1,76;Jovem adulto;Norte
16;3000;BA;M;31;1,76;Jovem adulto;Nordeste
13;788;BA;F;55;1,76;adulto;Nordeste
12;2000;RJ;M;49;1,76;adulto;Sudeste
8;1156;RJ;F;21;1,76;Jovem adulto;Sudeste
8;4500;RO;M;56;1,76;adulto;Norte
6;700;PA;M;63;1,76;adulto;Norte
11;1000;SP;M;40;1,76;Jovem adulto;Sudeste
5;900;PR;F;33;1,76;Jovem adulto;Sul
6;2100;SP;M;39;1,76;Jovem adulto;Sudeste
5;500;RO;M;42;1,76;Jovem adulto;Norte
1;1200;PB;M;78;1,76;idoso;Nordeste
12;788;AP;M;32;1,76;Jovem adulto;Norte
5;1500;RJ;M;29;1,76;Jovem adulto;Sudeste
8;788;TO;F;35;1,76;Jovem adulto;Norte
12;1600;PE;F;62;1,76;adulto;Nordeste
6;1300;SC;M;23;1,76;Jovem adulto;Sul
6;850;MG;F;34;1,76;Jovem adulto;Sudeste
9;2000;SP;M;60;1,76;adulto;Sudeste
16;4000;PA;M;64;1,76;adulto;Norte
9;1200;SC;M;20;1,76;Jovem adulto;Sul
10;800;ES;M;25;1,76;Jovem adulto;Sudeste
7;500;RS;M;37;1,76;Jovem adulto;Sul
12;1900;SP;M;47;1,76;adulto;Sudeste
6;1100;RO;M;26;1,76;Jovem adulto;Norte
12;1162;MG;F;41;1,76;Jovem adulto;Sudeste
11;750;AP;M;29;1,76;Jovem adulto;Norte
2;200;MG;F;54;1,76;adulto;Sudeste
15;2200;SP;F;52;1,76;adulto;Sudeste
16;4000;AP;F;28;1,76;Jovem adulto;Norte
12;3000;MA;F;35;1,76;Jovem adulto;Nordeste
10;3900;MG;M;22;1,76;Jovem adulto;Sudeste
6;1000;PR;F;49;1,76;adulto;Sul
9;1500;SC;M;32;1,76;Jovem adulto;Sul
12;1200;BA;M;48;1,76;adulto;Nordeste
12;2550;DF;M;37;1,76;Jovem adulto;Centro-Oeste
9;2500;CE;M;46;1,76;adulto;Nordeste
16;2000;ES;M;33;1,76;Jovem adulto;Sudeste
12;700;MG;F;57;1,76;adulto;Sudeste
14;3000;RS;F;43;1,76;Jovem adulto;Sul
12;3100;SP;M;29;1,76;Jovem adulto;Sudeste
12;1600;RS;M;37;1,76;Jovem adulto;Sul
2;1320;ES;M;27;1,76;Jovem adulto;Sudeste
12;200;BA;F;69;1,76;idoso;Nordeste
12;2300;RS;F;51;1,76;adulto;Sul
5;1200;RJ;M;37;1,76;Jovem adulto;Sudeste
1;900;PA;M;57;1,76;adulto;Norte
2;880;CE;F;42;1,76;Jovem adulto;Nordeste
16;8000;BA;M;66;1,76;idoso;Nordeste
5;6000;RS;M;64;1,76;adulto;Sul
9;788;RO;F;38;1,76;Jovem adulto;Norte
9;800;BA;F;50;1,76;adulto;Nordeste
13;788;DF;F;25;1,76;Jovem adulto;Centro-Oeste
5;3500;PR;M;56;1,76;adulto;Sul
5;300;PI;M;43;1,76;Jovem adulto;Nordeste
16;3000;GO;F;53;1,76;adulto;Centro-Oeste
16;1900;RO;M;35;1,76;Jovem adulto;Norte
6;800;MS;M;17;1,76;Adolescente;Centro-Oeste
13;500;MG;F;26;1,76;Jovem adulto;Sudeste
8;1900;PE;M;50;1,76;adulto;Nordeste
3;600;BA;M;32;1,76;Jovem adulto;Nordeste
12;3000;SP;M;46;1,76;adulto;Sudeste
7;1600;RS;M;61;1,76;adulto;Sul
16;4500;SP;M;50;1,76;adulto;Sudeste
13;800;PR;M;48;1,76;adulto;Sul
16;500;SP;F;59;1,76;adulto;Sudeste
12;950;CE;F;49;1,76;adulto;Nordeste
12;1400;SC;M;47;1,76;adulto;Sul
16;2200;AP;F;58;1,76;adulto;Norte
12;2000;PE;M;45;1,76;adulto;Nordeste
12;2000;PA;M;39;1,76;Jovem adulto;Norte
8;1000;MG;M;39;1,76;Jovem adulto;Sudeste
8;2500;GO;M;58;1,76;adulto;Centro-Oeste
6;1200;GO;M;40;1,76;Jovem adulto;Centro-Oeste
12;2500;RS;M;50;1,76;adulto;Sul
11;800;DF;F;38;1,76;Jovem adulto;Centro-Oeste
5;1000;RS;M;47;1,76;adulto;Sul
16;7500;SP;F;34;1,76;Jovem adulto;Sudeste
3;788;PA;M;70;1,76;idoso;Norte
8;1150;PR;M;34;1,76;Jovem adulto;Sul
7;5300;GO;M;46;1,76;adulto;Centro-Oeste
1;1000;RO;M;31;1,76;Jovem adulto;Norte
9;875;CE;M;33;1,76;Jovem adulto;Nordeste
1;788;MG;F;45;1,76;adulto;Sudeste
10;1260;BA;M;44;1,76;Jovem adulto;Nordeste
15;1400;MG;F;65;1,76;idoso;Sudeste
9;1400;PR;M;36;1,76;Jovem adulto;Sul
6;1300;PR;F;51;1,76;adulto;Sul
12;788;BA;F;33;1,76;Jovem adulto;Nordeste
3;800;MG;M;51;1,76;adulto;Sudeste
12;8000;PE;M;44;1,76;Jovem adulto;Nordeste
12;4100;GO;M;63;1,76;adulto;Centro-Oeste
8;1300;PE;M;44;1,76;Jovem adulto;Nordeste
6;810;MG;M;24;1,76;Jovem adulto;Sudeste
6;1200;MG;F;55;1,76;adulto;Sudeste
9;2000;BA;M;55;1,76;adulto;Nordeste
12;788;MS;M;27;1,76;Jovem adulto;Centro-Oeste
12;1200;MG;M;35;1,76;Jovem adulto;Sudeste
9;1035;PR;M;21;1,76;Jovem adulto;Sul
6;1000;SP;F;42;1,76;Jovem adulto;Sudeste
16;3025;BA;F;45;1,76;adulto;Nordeste
3;350;BA;M;63;1,76;adulto;Nordeste
12;1800;AP;M;46;1,76;adulto;Norte
11;1500;RJ;M;41;1,76;Jovem adulto;Sudeste
16;4500;RJ;F;71;1,76;idoso;Sudeste
16;4300;RO;M;37;1,76;Jovem adulto;Norte
2;1000;PA;M;62;1,76;adulto;Norte
6;350;PA;M;61;1,76;adulto;Norte
9;1250;RJ;F;33;1,76;Jovem adulto;Sudeste
7;788;PA;F;48;1,76;adulto;Norte
12;1300;SP;F;35;1,76;Jovem adulto;Sudeste
12;5000;DF;M;47;1,76;adulto;Centro-Oeste
7;850;DF;F;44;1,76;Jovem adulto;Centro-Oeste
1;500;MG;M;59;1,76;adulto;Sudeste
12;1200;PR;F;45;1,76;adulto;Sul
12;788;AP;M;19;1,76;Jovem adulto;Norte
12;1200;ES;M;25;1,76;Jovem adulto;Sudeste
6;1500;CE;M;59;1,76;adulto;Nordeste
16;1500;MG;F;54;1,76;adulto;Sudeste
4;1700;SP;M;46;1,76;adulto;Sudeste
12;4000;TO;M;25;1,76;Jovem adulto;Norte
16;6000;DF;M;45;1,76;adulto;Centro-Oeste
6;2500;MG;M;58;1,76;adulto;Sudeste
13;1500;PE;M;60;1,76;adulto;Nordeste
16;2000;RS;F;43;1,76;Jovem adulto;Sul
5;700;MG;M;69;1,76;idoso;Sudeste
4;788;PA;M;43;1,76;Jovem adulto;Norte
12;3000;SC;M;38;1,76;Jovem adulto;Sul
9;1200;RJ;F;20;1,76;Jovem adulto;Sudeste
5;6000;GO;M;51;1,76;adulto;Centro-Oeste
12;788;BA;F;34;1,76;Jovem adulto;Nordeste
9;1300;SC;F;34;1,76;Jovem adulto;Sul
12;1000;SP;F;34;1,76;Jovem adulto;Sudeste
8;788;CE;F;40;1,76;Jovem adulto;Nordeste
10;500;MG;M;61;1,76;adulto;Sudeste
12;600;PA;M;42;1,76;Jovem adulto;Norte
16;13000;MG;M;45;1,76;adulto;Sudeste
8;788;PA;F;24;1,76;Jovem adulto;Norte
5;400;RJ;M;69;1,76;idoso;Sudeste
6;1500;PA;M;42;1,76;Jovem adulto;Norte
6;600;CE;M;22;1,76;Jovem adulto;Nordeste
3;900;RJ;M;77;1,76;idoso;Sudeste
12;3000;RS;M;35;1,76;Jovem adulto;Sul
12;1500;SP;F;30;1,76;Jovem adulto;Sudeste
8;3000;DF;M;58;1,76;adulto;Centro-Oeste
16;10000;RJ;F;51;1,76;adulto;Sudeste
12;1500;RS;M;49;1,76;adulto;Sul
9;1500;DF;F;33;1,76;Jovem adulto;Centro-Oeste
12;788;SE;M;41;1,76;Jovem adulto;Nordeste
9;1200;RJ;F;50;1,76;adulto;Sudeste
6;200;TO;F;45;1,76;adulto;Norte
13;3000;RS;F;50;1,76;adulto;Sul
7;1400;GO;M;36;1,76;Jovem adulto;Centro-Oeste
16;3500;RJ;F;32;1,76;Jovem adulto;Sudeste
5;800;MG;M;57;1,76;adulto;Sudeste
9;2000;PE;M;40;1,76;Jovem adulto;Nordeste
13;800;PE;M;41;1,76;Jovem adulto;Nordeste
12;980;BA;M;32;1,76;Jovem adulto;Nordeste
1;788;CE;M;53;1,76;adulto;Nordeste
10;1400;PA;M;38;1,76;Jovem adulto;Norte
9;788;MG;F;50;1,76;adulto;Sudeste
12;300;AL;F;41;1,76;Jovem adulto;Nordeste
1;400;MG;M;57;1,76;adulto;Sudeste
12;800;TO;M;38;1,76;Jovem adulto;Norte
3;1500;SP;M;65;1,76;idoso;Sudeste
10;1000;PE;M;35;1,76;Jovem adulto;Nordeste
4;788;CE;F;50;1,76;adulto;Nordeste
1;850;PE;M;72;1,76;idoso;Nordeste
12;3000;PR;M;33;1,76;Jovem adulto;Sul
12;788;MG;F;36;1,76;Jovem adulto;Sudeste
6;1140;PR;M;48;1,76;adulto;Sul
12;1200;MG;M;32;1,76;Jovem adulto;Sudeste
16;3000;SP;M;52;1,76;adulto;Sudeste
9;788;MA;M;49;1,76;adulto;Nordeste
6;800;RJ;M;32;1,76;Jovem adulto;Sudeste
12;4000;DF;M;63;1,76;adulto;Centro-Oeste
7;800;BA;M;27;1,76;Jovem adulto;Nordeste
9;1034;PA;M;23;1,76;Jovem adulto;Norte
5;200;PE;F;52;1,76;adulto;Nordeste
7;2600;MT;M;48;1,76;adulto;Centro-Oeste
9;1400;AP;M;52;1,76;adulto;Norte
12;1350;BA;M;42;1,76;Jovem adulto;Nordeste
12;1300;RS;F;50;1,76;adulto;Sul
3;788;ES;M;57;1,76;adulto;Sudeste
12;1200;RR;M;18;1,76;Jovem adulto;Norte
12;1500;MT;M;37;1,76;Jovem adulto;Centro-Oeste
9;700;AP;M;31;1,76;Jovem adulto;Norte
12;2500;BA;M;43;1,76;Jovem adulto;Nordeste
12;1500;SP;M;33;1,76;Jovem adulto;Sudeste
12;1400;SC;M;42;1,76;Jovem adulto;Sul
8;2000;MT;M;27;1,76;Jovem adulto;Centro-Oeste
16;3000;PB;F;63;1,76;adulto;Nordeste
6;1700;ES;M;51;1,76;adulto;Sudeste
3;30;BA;F;62;1,76;adulto;Nordeste
12;1576;GO;F;55;1,76;adulto;Centro-Oeste
11;1000;MG;M;50;1,76;adulto;Sudeste
6;1100;SP;M;39;1,76;Jovem adulto;Sudeste
12;1500;SP;M;33;1,76;Jovem adulto;Sudeste
12;850;TO;F;34;1,76;Jovem adulto;Norte
3;788;PA;M;42;1,76;Jovem adulto;Norte
12;2000;SP;F;62;1,76;adulto;Sudeste
6;1500;RJ;M;21;1,76;Jovem adulto;Sudeste
12;1300;SP;M;44;1,76;Jovem adulto;Sudeste
5;550;TO;F;41;1,76;Jovem adulto;Norte
5;1700;RJ;F;71;1,76;idoso;Sudeste
10;788;CE;F;25;1,76;Jovem adulto;Nordeste
6;800;SP;M;42;1,76;Jovem adulto;Sudeste
5;400;BA;M;60;1,76;adulto;Nordeste
1;650;SP;F;55;1,76;adulto;Sudeste
5;1260;PE;F;42;1,76;Jovem adulto;Nordeste
9;1500;GO;M;34;1,76;Jovem adulto;Centro-Oeste
14;1200;GO;M;20;1,76;Jovem adulto;Centro-Oeste
9;2000;SC;M;40;1,76;Jovem adulto;Sul
12;1873;SP;M;29;1,76;Jovem adulto;Sudeste
14;1500;SP;M;29;1,76;Jovem adulto;Sudeste
3;788;AP;M;34;1,76;Jovem adulto;Norte
12;140;MA;F;33;1,76;Jovem adulto;Nordeste
3;400;AL;M;33;1,76;Jovem adulto;Nordeste
8;400;MA;M;25;1,76;Jovem adulto;Nordeste
3;1500;RO;M;33;1,76;Jovem adulto;Norte
12;1800;MG;M;38;1,76;Jovem adulto;Sudeste
16;1500;MG;F;67;1,76;idoso;Sudeste
9;2100;MT;M;43;1,76;Jovem adulto;Centro-Oeste
16;4000;BA;F;54;1,76;adulto;Nordeste
5;788;MG;F;54;1,76;adulto;Sudeste
12;1070;CE;M;55;1,76;adulto;Nordeste
9;850;ES;M;26;1,76;Jovem adulto;Sudeste
3;200;AL;M;32;1,76;Jovem adulto;Nordeste
12;1300;GO;F;43;1,76;Jovem adulto;Centro-Oeste
12;2000;SP;M;48;1,76;adulto;Sudeste
11;280;PE;F;38;1,76;Jovem adulto;Nordeste
16;5000;SP;M;53;1,76;adulto;Sudeste
5;1200;PR;M;21;1,76;Jovem adulto;Sul
9;250;PR;F;31;1,76;Jovem adulto;Sul
5;3000;SP;M;43;1,76;Jovem adulto;Sudeste
9;788;MG;F;41;1,76;Jovem adulto;Sudeste
16;4000;RJ;F;40;1,76;Jovem adulto;Sudeste
13;1490;GO;F;50;1,76;adulto;Centro-Oeste
12;2500;SC;M;47;1,76;adulto;Sul
5;800;MG;M;53;1,76;adulto;Sudeste
12;1448;MT;M;20;1,76;Jovem adulto;Centro-Oeste
16;10000;RJ;M;71;1,76;idoso;Sudeste
12;1200;MS;M;34;1,76;Jovem adulto;Centro-Oeste
9;800;SC;M;56;1,76;adulto;Sul
9;1000;MG;M;44;1,76;Jovem adulto;Sudeste
4;1000;MG;M;49;1,76;adulto;Sudeste
1;3000;PA;M;34;1,76;Jovem adulto;Norte
11;1576;AP;F;42;1,76;Jovem adulto;Norte
1;330;MA;F;55;1,76;adulto;Nordeste
1;400;PB;M;55;1,76;adulto;Nordeste
14;8000;RS;F;34;1,76;Jovem adulto;Sul
5;1200;RS;F;49;1,76;adulto;Sul
9;1100;BA;M;38;1,76;Jovem adulto;Nordeste
16;5500;PR;M;56;1,76;adulto;Sul
14;500;GO;F;50;1,76;adulto;Centro-Oeste
12;2300;RJ;F;54;1,76;adulto;Sudeste
16;2000;SP;M;26;1,76;Jovem adulto;Sudeste
12;800;SP;M;37;1,76;Jovem adulto;Sudeste
12;1050;MT;F;24;1,76;Jovem adulto;Centro-Oeste
16;10000;SP;M;52;1,76;adulto;Sudeste
16;300;ES;M;45;1,76;adulto;Sudeste
12;2000;RS;M;57;1,76;adulto;Sul
12;3000;MG;M;36;1,76;Jovem adulto;Sudeste
5;300;ES;M;53;1,76;adulto;Sudeste
15;2880;ES;F;27;1,76;Jovem adulto;Sudeste
6;1300;RJ;M;60;1,76;adulto;Sudeste
1;360;SE;M;36;1,76;Jovem adulto;Nordeste
4;700;BA;M;41;1,76;Jovem adulto;Nordeste
12;900;PA;M;37;1,76;Jovem adulto;Norte
5;480;SE;M;27;1,76;Jovem adulto;Nordeste
16;3000;GO;M;36;1,76;Jovem adulto;Centro-Oeste
10;1000;CE;M;28;1,76;Jovem adulto;Nordeste
12;1300;PA;M;30;1,76;Jovem adulto;Norte
5;2000;SP;M;73;1,76;idoso;Sudeste
13;1200;RS;M;25;1,76;Jovem adulto;Sul
3;200;AP;M;32;1,76;Jovem adulto;Norte
9;700;PA;M;54;1,76;adulto;Norte
1;1400;SP;M;43;1,76;Jovem adulto;Sudeste
12;3000;BA;M;56;1,76;adulto;Nordeste
2;400;CE;M;40;1,76;Jovem adulto;Nordeste
8;1800;RS;M;49;1,76;adulto;Sul
15;2000;RO;M;28;1,76;Jovem adulto;Norte
12;900;RJ;F;53;1,76;adulto;Sudeste
12;1600;RJ;M;35;1,76;Jovem adulto;Sudeste
8;480;SE;M;33;1,76;Jovem adulto;Nordeste
16;6500;SP;F;40;1,76;Jovem adulto;Sudeste
1;788;PR;M;57;1,76;adulto;Sul
8;1306;ES;M;43;1,76;Jovem adulto;Sudeste
16;2500;DF;F;35;1,76;Jovem adulto;Centro-Oeste
